ID,Marca,Modelo,Categoria,Precio,Cantidad,Tienda
2791,Apple,MacBook Air M1,Gamer,3500.00,42,Lima Este
2792,Acer,Aspire 5,Oficina,7900.00,9,Lima Sur
2793,Lenovo,IdeaPad 3,Oficina,4900.00,23,Los Olivos
2794,Asus,VivoBook 15,Empresarial,2000.00,50,Lima Sur
2795,Acer,Predator Helios 300,EducaciÃ³n,6900.00,8,Lima Este
2796,Acer,Aspire 5,Home,12200.00,34,Lima Sur
2797,Apple,MacBook Air M2,Home,3900.00,27,Lima Centro
2798,Dell,XPS 13,Empresarial,5000.00,16,Lima Norte
2799,HP,EliteBook 840,Empresarial,7800.00,32,Miraflores
2800,Asus,ROG Strix G15,Gamer,10900.00,14,Lima Norte
2801,Asus,ROG Strix G15,Empresarial,7100.00,39,Lima Centro
2802,Dell,Inspiron 15,Gamer,3700.00,29,Lima Sur
2803,Acer,Aspire 5,Empresarial,14300.00,1,Lima Centro
2804,Apple,MacBook Pro 14,Home,9300.00,19,Lima Sur
2805,Acer,Aspire 5,Gamer,6300.00,13,Los Olivos
2806,Asus,TUF F15,EducaciÃ³n,5500.00,33,Miraflores
2807,Acer,Swift 3,Gamer,13600.00,3,San Borja
2808,MSI,Katana GF66,Gamer,4000.00,3,Los Olivos
2809,MSI,Katana GF66,DiseÃ±o,14600.00,18,Miraflores
2810,Apple,MacBook Air M1,Oficina,13600.00,30,Lima Centro
2811,Asus,VivoBook 15,DiseÃ±o,3900.00,34,Lima Centro
2812,MSI,Modern 14,EducaciÃ³n,7700.00,2,Lima Centro
2813,Dell,G15,Home,14500.00,41,Surco
2814,Asus,ZenBook 14,Home,14600.00,26,Lima Este
2815,HP,Victus 16,Home,5500.00,22,Surco
2816,Asus,ZenBook 14,Gamer,3400.00,43,Los Olivos
2817,MSI,Modern 14,Home,14000.00,35,Lima Este
2818,HP,Envy 13,Gamer,12700.00,11,Lima Norte
2819,Apple,MacBook Pro 14,Gamer,3700.00,1,Miraflores
2820,Apple,MacBook Pro 14,Oficina,2000.00,37,San Isidro
2821,Lenovo,Yoga Slim 7,Gamer,6300.00,17,Miraflores
2822,Apple,MacBook Pro 14,Home,8100.00,45,La Molina
2823,Dell,XPS 13,DiseÃ±o,12300.00,5,Lima Este
2824,Lenovo,Legion 5,DiseÃ±o,3600.00,36,Lima Norte
2825,Acer,Nitro 5,Empresarial,10500.00,47,Lima Sur
2826,MSI,GF63,Oficina,11800.00,10,Los Olivos
2827,Asus,VivoBook 15,Empresarial,7100.00,30,Lima Sur
2828,MSI,Modern 14,EducaciÃ³n,5900.00,31,Miraflores
2829,Dell,Inspiron 15,EducaciÃ³n,4500.00,30,Lima Centro
2830,Dell,G15,Oficina,6400.00,42,Lima Norte
2831,Apple,MacBook Air M1,EducaciÃ³n,3900.00,28,Lima Este
2832,Apple,MacBook Air M1,DiseÃ±o,8400.00,15,Lima Este
2833,Asus,ZenBook 14,Home,12400.00,41,La Molina
2834,Asus,ZenBook 14,DiseÃ±o,13000.00,25,Lima Este
2835,Acer,Predator Helios 300,Gamer,10300.00,46,Los Olivos
2836,MSI,Modern 14,Home,7600.00,13,Surco
2837,Asus,TUF F15,EducaciÃ³n,2700.00,40,Lima Centro
2838,HP,EliteBook 840,Empresarial,3300.00,31,Lima Sur
2839,MSI,GF63,Oficina,11900.00,4,Lima Norte
2840,MSI,Modern 14,Empresarial,3400.00,31,La Molina
2841,HP,Pavilion 15,Empresarial,13400.00,15,Los Olivos
2842,Lenovo,Legion 5,Gamer,4300.00,13,San Borja
2843,Lenovo,ThinkPad E14,Gamer,7000.00,17,Miraflores
2844,Lenovo,Yoga Slim 7,Gamer,13300.00,2,Lima Sur
2845,Dell,G15,Empresarial,4100.00,32,Lima Norte
2846,MSI,GF63,Gamer,7400.00,32,San Borja
2847,HP,Envy 13,DiseÃ±o,11200.00,46,San Borja
2848,HP,EliteBook 840,Oficina,10500.00,22,Lima Norte
2849,Acer,Swift 3,EducaciÃ³n,4900.00,46,Lima Este
2850,Asus,TUF F15,Oficina,10700.00,3,Los Olivos
2851,MSI,GF63,EducaciÃ³n,14100.00,44,San Borja
2852,Dell,Latitude 5420,EducaciÃ³n,7300.00,6,La Molina
2853,HP,EliteBook 840,Empresarial,10900.00,46,Lima Centro
2854,Acer,Nitro 5,Home,4300.00,1,San Borja
2855,Acer,Nitro 5,DiseÃ±o,9000.00,40,Miraflores
2856,Dell,G15,Empresarial,6100.00,27,San Isidro
2857,HP,EliteBook 840,DiseÃ±o,13100.00,41,Miraflores
2858,Acer,Nitro 5,EducaciÃ³n,8100.00,15,Lima Este
2859,Apple,MacBook Pro 14,EducaciÃ³n,14700.00,41,Lima Este
2860,Apple,MacBook Air M1,DiseÃ±o,10000.00,36,La Molina
2861,Lenovo,Legion 5,DiseÃ±o,4100.00,1,Lima Este
2862,Dell,Latitude 5420,Home,11200.00,19,Surco
2863,Acer,Aspire 5,Gamer,9500.00,40,San Borja
2864,Apple,MacBook Air M2,DiseÃ±o,8400.00,21,Surco
2865,HP,Envy 13,Home,2100.00,5,Surco
2866,MSI,GF63,DiseÃ±o,6700.00,40,Los Olivos
2867,Dell,G15,Oficina,14900.00,2,Lima Este
2868,HP,EliteBook 840,Oficina,13700.00,6,Lima Este
2869,MSI,Katana GF66,Empresarial,5000.00,5,San Isidro
2870,Dell,XPS 13,Empresarial,8900.00,10,Lima Sur
2871,HP,EliteBook 840,DiseÃ±o,7400.00,37,La Molina
2872,Apple,MacBook Air M1,EducaciÃ³n,5000.00,18,Surco
2873,Asus,TUF F15,Home,6000.00,23,Lima Norte
2874,HP,Envy 13,Gamer,13400.00,36,Lima Centro
2875,Asus,TUF F15,Oficina,3200.00,3,Lima Norte
2876,Lenovo,IdeaPad 3,Home,10600.00,21,San Isidro
2877,Dell,Inspiron 15,Oficina,6500.00,16,Los Olivos
2878,Dell,Inspiron 15,DiseÃ±o,6000.00,50,Los Olivos
2879,Lenovo,Yoga Slim 7,EducaciÃ³n,2900.00,5,Miraflores
2880,MSI,GF63,Oficina,4500.00,42,Lima Este
2881,Lenovo,Yoga Slim 7,Oficina,14800.00,25,Lima Este
2882,Acer,Aspire 5,EducaciÃ³n,13400.00,4,Los Olivos
2883,Dell,XPS 13,Gamer,11000.00,41,Lima Sur
2884,MSI,Katana GF66,Empresarial,11300.00,17,Los Olivos
2885,Apple,MacBook Air M1,Gamer,13100.00,7,La Molina
2886,Acer,Swift 3,Empresarial,7800.00,4,Lima Este
2887,Lenovo,Yoga Slim 7,Home,7500.00,36,San Borja
2888,MSI,GF63,Gamer,13600.00,46,Miraflores
2889,Asus,ROG Strix G15,Oficina,13900.00,39,Miraflores
2890,Lenovo,Yoga Slim 7,Gamer,5700.00,37,Surco
2891,Apple,MacBook Air M1,Oficina,14100.00,50,San Borja
2892,HP,EliteBook 840,DiseÃ±o,3600.00,30,Lima Norte
2893,MSI,Modern 14,EducaciÃ³n,8400.00,20,La Molina
2894,Dell,XPS 13,Home,12000.00,13,Surco
2895,Asus,ROG Strix G15,Oficina,4800.00,22,Lima Centro
2896,Acer,Swift 3,Empresarial,8400.00,41,Lima Norte
2897,Dell,XPS 13,Gamer,5400.00,40,Lima Sur
2898,Dell,G15,DiseÃ±o,3500.00,20,San Isidro
2899,Lenovo,ThinkPad E14,EducaciÃ³n,6300.00,46,San Borja
2900,Apple,MacBook Pro 14,Gamer,3200.00,26,La Molina
2901,Dell,Latitude 5420,Home,4200.00,21,Lima Norte
2902,Dell,Inspiron 15,DiseÃ±o,12900.00,13,Lima Este
2903,Dell,XPS 13,Home,6000.00,18,Los Olivos
2904,HP,Victus 16,DiseÃ±o,12100.00,25,Lima Sur
2905,MSI,GF63,Oficina,3600.00,8,Miraflores
2906,Acer,Predator Helios 300,Gamer,3100.00,25,Lima Norte
2907,Asus,ZenBook 14,EducaciÃ³n,6400.00,43,San Isidro
2908,Dell,Latitude 5420,EducaciÃ³n,10200.00,46,Lima Centro
2909,Lenovo,Yoga Slim 7,Empresarial,10300.00,24,Surco
2910,Asus,TUF F15,EducaciÃ³n,11500.00,22,San Isidro
2911,Asus,TUF F15,Empresarial,6900.00,39,Lima Centro
2912,MSI,Modern 14,DiseÃ±o,6200.00,39,Lima Norte
2913,Asus,VivoBook 15,Gamer,10700.00,22,Lima Sur
2914,MSI,GF63,DiseÃ±o,13000.00,22,Lima Norte
2915,MSI,Modern 14,DiseÃ±o,4500.00,32,Miraflores
2916,Asus,TUF F15,DiseÃ±o,14500.00,19,Los Olivos
2917,Lenovo,ThinkPad E14,EducaciÃ³n,6500.00,13,Lima Norte
2918,Acer,Nitro 5,Gamer,3600.00,14,Lima Sur
2919,Lenovo,IdeaPad 3,Home,2000.00,13,Lima Este
2920,HP,Victus 16,DiseÃ±o,6300.00,18,Lima Centro
2921,MSI,Modern 14,Empresarial,5500.00,20,San Isidro
2922,Apple,MacBook Air M1,Oficina,12900.00,24,San Borja
2923,Asus,ZenBook 14,Gamer,4900.00,41,Lima Norte
2924,Acer,Aspire 5,Oficina,3400.00,23,Los Olivos
2925,Acer,Swift 3,Oficina,11200.00,43,Lima Centro
2926,Acer,Aspire 5,DiseÃ±o,6100.00,27,Lima Centro
2927,Lenovo,Legion 5,EducaciÃ³n,9100.00,15,Los Olivos
2928,HP,Pavilion 15,EducaciÃ³n,6600.00,15,Lima Centro
2929,HP,Pavilion 15,EducaciÃ³n,2100.00,30,Surco
2930,Acer,Predator Helios 300,Oficina,6300.00,20,San Borja
2931,Dell,G15,Gamer,6700.00,24,Miraflores
2932,Apple,MacBook Air M1,Gamer,4000.00,28,Los Olivos
2933,Acer,Predator Helios 300,DiseÃ±o,5200.00,11,Miraflores
2934,Acer,Predator Helios 300,Empresarial,8500.00,18,Lima Centro
2935,MSI,GF63,Empresarial,9200.00,3,Lima Norte
2936,Lenovo,Yoga Slim 7,Home,8000.00,27,Los Olivos
2937,Apple,MacBook Pro 14,DiseÃ±o,12500.00,47,Lima Sur
2938,Asus,ZenBook 14,Home,5000.00,27,La Molina
2939,MSI,GF63,EducaciÃ³n,5100.00,15,Surco
2940,Asus,ROG Strix G15,Oficina,12200.00,10,Miraflores
2941,MSI,GF63,Empresarial,10800.00,10,San Isidro
2942,Apple,MacBook Pro 14,Gamer,2800.00,9,Miraflores
2943,Lenovo,Legion 5,DiseÃ±o,3900.00,24,Miraflores
2944,Apple,MacBook Air M2,Empresarial,6300.00,3,San Borja
2945,Lenovo,Legion 5,Gamer,9000.00,33,La Molina
2946,MSI,Katana GF66,Empresarial,6200.00,48,Lima Centro
2947,HP,Envy 13,EducaciÃ³n,4500.00,33,Miraflores
2948,Dell,Inspiron 15,Home,11500.00,20,La Molina
2949,HP,Envy 13,Oficina,8200.00,31,Lima Este
2950,Dell,Inspiron 15,Home,5100.00,7,Lima Norte
2951,Asus,ZenBook 14,Gamer,14100.00,6,San Borja
2952,Dell,G15,DiseÃ±o,13400.00,11,Los Olivos
2953,Lenovo,IdeaPad 3,DiseÃ±o,8000.00,48,La Molina
2954,MSI,Katana GF66,Empresarial,4700.00,11,Los Olivos
2955,Acer,Aspire 5,Oficina,11900.00,40,San Borja
2956,Lenovo,Legion 5,Oficina,3100.00,33,San Isidro
2957,Asus,VivoBook 15,Home,11500.00,11,San Borja
2958,Acer,Aspire 5,Empresarial,3600.00,44,San Isidro
2959,Lenovo,Yoga Slim 7,Oficina,4700.00,34,Lima Norte
2960,Acer,Aspire 5,Empresarial,8700.00,4,Lima Centro
2961,Asus,ZenBook 14,Oficina,9200.00,40,Surco
2962,MSI,Katana GF66,EducaciÃ³n,6800.00,1,San Borja
2963,Asus,ZenBook 14,Empresarial,2900.00,35,Miraflores
2964,MSI,Katana GF66,EducaciÃ³n,12300.00,36,Miraflores
2965,HP,Pavilion 15,EducaciÃ³n,6200.00,47,San Isidro
2966,Asus,TUF F15,DiseÃ±o,14900.00,37,Miraflores
2967,HP,Pavilion 15,Gamer,7400.00,48,Lima Este
2968,Asus,ROG Strix G15,EducaciÃ³n,7600.00,24,La Molina
2969,Acer,Nitro 5,Oficina,7700.00,44,Lima Este
2970,Asus,VivoBook 15,EducaciÃ³n,13800.00,13,Miraflores
2971,Apple,MacBook Air M2,Oficina,2100.00,50,Miraflores
2972,Asus,TUF F15,EducaciÃ³n,14200.00,44,Lima Norte
2973,MSI,GF63,Gamer,14900.00,5,San Isidro
2974,Asus,ROG Strix G15,Gamer,6400.00,23,Surco
2975,HP,Envy 13,Home,10500.00,46,Surco
2976,Dell,XPS 13,Home,4100.00,49,Lima Este
2977,Lenovo,Legion 5,Empresarial,9300.00,4,Lima Norte
2978,Asus,ROG Strix G15,Oficina,2300.00,8,Lima Sur
2979,Asus,VivoBook 15,DiseÃ±o,5600.00,10,Lima Sur
2980,HP,Victus 16,Oficina,4800.00,20,Los Olivos
2981,Lenovo,Yoga Slim 7,Oficina,14300.00,11,Lima Norte
2982,HP,Envy 13,Gamer,3200.00,10,Surco
2983,Apple,MacBook Air M1,Gamer,4300.00,43,Lima Sur
2984,Lenovo,IdeaPad 3,DiseÃ±o,5400.00,5,San Isidro
2985,Lenovo,Yoga Slim 7,Home,4700.00,8,Miraflores
2986,Apple,MacBook Air M2,DiseÃ±o,5100.00,35,Lima Norte
2987,Lenovo,Legion 5,Gamer,2800.00,32,Lima Este
2988,Acer,Nitro 5,Home,6400.00,14,La Molina
2989,Dell,Latitude 5420,Gamer,14700.00,22,Miraflores
2990,Lenovo,ThinkPad E14,EducaciÃ³n,10600.00,10,La Molina
2991,HP,Pavilion 15,EducaciÃ³n,5000.00,35,San Borja
2992,Apple,MacBook Pro 14,Gamer,3800.00,18,Lima Centro
2993,Dell,Inspiron 15,Oficina,8800.00,38,San Isidro
2994,Acer,Aspire 5,Oficina,7200.00,25,Surco
2995,HP,Victus 16,Oficina,10800.00,32,San Isidro
2996,Lenovo,ThinkPad E14,DiseÃ±o,5700.00,42,Lima Norte
2997,Apple,MacBook Air M2,Oficina,4300.00,14,San Isidro
2998,Lenovo,ThinkPad E14,Home,13300.00,37,La Molina
2999,HP,Pavilion 15,Empresarial,7500.00,7,San Borja
3000,Lenovo,Yoga Slim 7,EducaciÃ³n,11200.00,23,Miraflores
3001,Lenovo,Yoga Slim 7,Home,8900.00,5,Lima Sur
3002,Acer,Nitro 5,Home,4900.00,43,San Borja
3003,Apple,MacBook Pro 14,Empresarial,6700.00,24,San Borja
3004,Apple,MacBook Air M2,Empresarial,3100.00,5,San Isidro
3005,Dell,Inspiron 15,EducaciÃ³n,11500.00,1,San Borja
3006,Apple,MacBook Air M2,DiseÃ±o,9500.00,19,Lima Sur
3007,HP,Pavilion 15,Oficina,3600.00,15,La Molina
3008,Apple,MacBook Air M1,Home,12100.00,6,Lima Norte
3009,Acer,Predator Helios 300,EducaciÃ³n,3100.00,34,Lima Sur
3010,Dell,XPS 13,Home,14400.00,28,Lima Sur
3011,Dell,G15,DiseÃ±o,2300.00,40,Lima Norte
3012,Acer,Predator Helios 300,EducaciÃ³n,8800.00,14,Surco
3013,Lenovo,ThinkPad E14,DiseÃ±o,5300.00,20,San Borja
3014,Apple,MacBook Air M1,Oficina,11100.00,45,Lima Centro
3015,MSI,Katana GF66,Oficina,14500.00,3,Lima Norte
3016,Lenovo,Yoga Slim 7,Empresarial,13700.00,40,La Molina
3017,Lenovo,Legion 5,Oficina,10200.00,15,Lima Este
3018,Lenovo,Legion 5,Oficina,11500.00,26,Lima Sur
3019,Apple,MacBook Air M1,Empresarial,3200.00,33,San Borja
3020,HP,Envy 13,DiseÃ±o,12100.00,11,Lima Este
3021,Dell,G15,Gamer,7100.00,28,San Isidro
3022,Apple,MacBook Air M2,Oficina,4400.00,29,Lima Sur
3023,Asus,TUF F15,Oficina,14700.00,33,Lima Norte
3024,Apple,MacBook Air M2,Gamer,6700.00,20,San Isidro
3025,Acer,Nitro 5,DiseÃ±o,3400.00,2,San Isidro
3026,HP,EliteBook 840,Home,9800.00,49,Lima Este
3027,Acer,Predator Helios 300,Empresarial,3900.00,8,Lima Centro
3028,Acer,Aspire 5,Empresarial,10200.00,41,Los Olivos
3029,MSI,GF63,Gamer,7800.00,1,Los Olivos
3030,Apple,MacBook Air M2,Gamer,10600.00,24,Los Olivos
3031,Asus,ROG Strix G15,DiseÃ±o,12100.00,29,Surco
3032,Dell,XPS 13,Home,8000.00,8,Los Olivos
3033,HP,Envy 13,Gamer,14900.00,24,Surco
3034,Apple,MacBook Air M2,Gamer,4800.00,22,Los Olivos
3035,Lenovo,ThinkPad E14,DiseÃ±o,7100.00,23,Miraflores
3036,Lenovo,Yoga Slim 7,Gamer,8000.00,37,San Borja
3037,Asus,TUF F15,Empresarial,8000.00,25,San Isidro
3038,MSI,Katana GF66,Empresarial,10800.00,24,San Borja
3039,Asus,ZenBook 14,Gamer,7000.00,46,San Borja
3040,Lenovo,Legion 5,Oficina,8300.00,42,Lima Este
3041,MSI,GF63,EducaciÃ³n,8700.00,38,Lima Centro
3042,HP,EliteBook 840,DiseÃ±o,5300.00,43,Los Olivos
3043,Acer,Nitro 5,EducaciÃ³n,4300.00,26,Miraflores
3044,MSI,GF63,Empresarial,6900.00,36,Los Olivos
3045,Lenovo,IdeaPad 3,EducaciÃ³n,7100.00,16,La Molina
3046,Lenovo,Legion 5,Oficina,11800.00,38,Lima Sur
3047,Asus,ROG Strix G15,DiseÃ±o,10400.00,27,Surco
3048,Lenovo,ThinkPad E14,DiseÃ±o,5200.00,32,Lima Norte
3049,Asus,TUF F15,Gamer,11200.00,25,Surco
3050,Asus,VivoBook 15,Empresarial,6000.00,15,Lima Sur
3051,Acer,Nitro 5,Empresarial,7200.00,13,Surco
3052,Acer,Nitro 5,EducaciÃ³n,12900.00,12,Lima Centro
3053,Apple,MacBook Pro 14,Oficina,5400.00,35,San Isidro
3054,Acer,Swift 3,Empresarial,9900.00,5,Los Olivos
3055,MSI,Modern 14,DiseÃ±o,8300.00,48,Miraflores
3056,Lenovo,ThinkPad E14,DiseÃ±o,6600.00,4,Los Olivos
3057,HP,Pavilion 15,Empresarial,4200.00,47,Los Olivos
3058,Asus,TUF F15,Gamer,12000.00,23,Surco
3059,Lenovo,IdeaPad 3,EducaciÃ³n,2000.00,6,La Molina
3060,HP,Envy 13,DiseÃ±o,8200.00,6,San Borja
3061,Dell,Inspiron 15,Oficina,3800.00,32,Miraflores
3062,Asus,ZenBook 14,DiseÃ±o,3500.00,4,Lima Este
3063,HP,EliteBook 840,DiseÃ±o,11000.00,10,Lima Centro
3064,Dell,G15,Oficina,14700.00,44,Lima Sur
3065,Acer,Nitro 5,EducaciÃ³n,11600.00,45,Surco
3066,Acer,Aspire 5,Oficina,10500.00,49,Lima Este
3067,Asus,TUF F15,EducaciÃ³n,5100.00,7,Miraflores
3068,MSI,Katana GF66,Home,13300.00,25,San Borja
3069,Dell,G15,DiseÃ±o,10500.00,32,Lima Sur
3070,Dell,G15,EducaciÃ³n,13600.00,23,Surco
3071,Dell,XPS 13,Home,9800.00,19,Los Olivos
3072,MSI,Katana GF66,Home,11300.00,25,Miraflores
3073,Acer,Swift 3,Empresarial,9500.00,44,Lima Norte
3074,Acer,Nitro 5,Empresarial,7600.00,43,Miraflores
3075,Dell,XPS 13,Oficina,12000.00,46,Surco
3076,Acer,Swift 3,Empresarial,11400.00,30,Lima Sur
3077,Dell,XPS 13,Oficina,7000.00,17,Lima Centro
3078,Asus,TUF F15,Oficina,14000.00,10,Lima Este
3079,Acer,Aspire 5,Oficina,8400.00,4,Lima Este
3080,HP,Victus 16,EducaciÃ³n,12600.00,38,La Molina
3081,Apple,MacBook Air M1,Oficina,8600.00,23,Miraflores
3082,Apple,MacBook Air M2,Gamer,13400.00,10,Los Olivos
3083,Acer,Nitro 5,EducaciÃ³n,13500.00,7,Surco
3084,Acer,Nitro 5,Empresarial,4500.00,15,Los Olivos
3085,Lenovo,Yoga Slim 7,Gamer,7700.00,20,Lima Norte
3086,Asus,ROG Strix G15,EducaciÃ³n,5300.00,5,Los Olivos
3087,Asus,ZenBook 14,Empresarial,3200.00,37,Miraflores
3088,Apple,MacBook Air M2,Home,13900.00,49,Los Olivos
3089,Dell,Inspiron 15,Empresarial,3600.00,13,San Isidro
3090,Dell,Latitude 5420,Empresarial,10300.00,38,Los Olivos
3091,Apple,MacBook Air M2,Oficina,3700.00,16,Miraflores
3092,Apple,MacBook Air M1,EducaciÃ³n,14600.00,22,Lima Sur
3093,HP,Envy 13,DiseÃ±o,4300.00,9,La Molina
3094,Acer,Aspire 5,EducaciÃ³n,3100.00,12,San Isidro
3095,HP,Envy 13,Oficina,10200.00,8,Lima Centro
3096,Lenovo,ThinkPad E14,Oficina,5600.00,32,La Molina
3097,Dell,Latitude 5420,DiseÃ±o,11900.00,50,Lima Este
3098,HP,Victus 16,Home,14800.00,21,San Isidro
3099,Asus,TUF F15,Empresarial,6200.00,28,Surco
3100,Dell,G15,EducaciÃ³n,14700.00,16,Los Olivos
3101,Dell,G15,DiseÃ±o,8500.00,5,Los Olivos
3102,HP,Pavilion 15,Home,13100.00,2,Lima Centro
3103,MSI,Katana GF66,Home,12500.00,6,La Molina
3104,HP,Envy 13,Gamer,13900.00,47,Miraflores
3105,Asus,TUF F15,Empresarial,8800.00,20,Lima Sur
3106,MSI,GF63,Home,14800.00,30,Miraflores
3107,Apple,MacBook Pro 14,Oficina,9000.00,30,San Borja
3108,Asus,ROG Strix G15,DiseÃ±o,5800.00,26,Lima Sur
3109,Dell,Inspiron 15,Oficina,8500.00,25,Surco
3110,Apple,MacBook Pro 14,Oficina,2900.00,19,Lima Este
3111,MSI,Modern 14,EducaciÃ³n,12400.00,24,San Isidro
3112,Lenovo,Yoga Slim 7,Gamer,7800.00,41,San Borja
3113,Apple,MacBook Air M2,EducaciÃ³n,5200.00,9,La Molina
3114,HP,Envy 13,Empresarial,4100.00,48,La Molina
3115,Asus,TUF F15,EducaciÃ³n,6100.00,15,San Borja
3116,Acer,Nitro 5,Empresarial,2800.00,27,Los Olivos
3117,Asus,VivoBook 15,Oficina,4000.00,9,Lima Centro
3118,Acer,Swift 3,Empresarial,2900.00,33,San Isidro
3119,HP,Pavilion 15,Empresarial,9800.00,22,San Isidro
3120,Lenovo,Legion 5,EducaciÃ³n,10400.00,40,San Isidro
3121,HP,Envy 13,Home,7600.00,20,San Isidro
3122,HP,Envy 13,EducaciÃ³n,13800.00,39,San Borja
3123,Dell,G15,Home,3500.00,40,La Molina
3124,Acer,Predator Helios 300,Oficina,2400.00,47,Lima Centro
3125,Apple,MacBook Air M1,Oficina,12000.00,22,San Isidro
3126,Lenovo,Legion 5,Gamer,3900.00,41,Lima Centro
3127,MSI,GF63,Home,10700.00,27,Surco
3128,HP,Pavilion 15,EducaciÃ³n,7600.00,23,Miraflores
3129,Dell,Inspiron 15,Oficina,11900.00,23,Lima Norte
3130,Acer,Swift 3,EducaciÃ³n,9100.00,27,San Borja
3131,Lenovo,ThinkPad E14,Oficina,14000.00,43,San Borja
3132,Asus,TUF F15,Home,8900.00,48,La Molina
3133,Apple,MacBook Pro 14,Home,6600.00,24,Miraflores
3134,Asus,VivoBook 15,DiseÃ±o,4200.00,24,Lima Centro
3135,Asus,TUF F15,Home,11300.00,42,Lima Centro
3136,Lenovo,Legion 5,Home,13600.00,13,La Molina
3137,HP,Pavilion 15,EducaciÃ³n,7500.00,34,Lima Este
3138,Asus,ZenBook 14,Empresarial,13600.00,20,Lima Norte
3139,HP,Victus 16,EducaciÃ³n,6400.00,33,Surco
3140,Dell,G15,Gamer,9000.00,43,San Isidro
3141,Lenovo,Yoga Slim 7,Home,3100.00,45,Miraflores
3142,Dell,Inspiron 15,Gamer,2500.00,39,Lima Este
3143,HP,Envy 13,EducaciÃ³n,7300.00,17,Lima Este
3144,Dell,G15,DiseÃ±o,4800.00,44,Miraflores
3145,Dell,Inspiron 15,Gamer,8500.00,29,Lima Este
3146,Apple,MacBook Pro 14,Oficina,10600.00,6,Lima Este
3147,Apple,MacBook Air M2,Oficina,4100.00,44,La Molina
3148,Acer,Aspire 5,EducaciÃ³n,7700.00,10,Lima Sur
3149,Dell,Inspiron 15,Oficina,9500.00,1,Lima Centro
3150,Asus,TUF F15,DiseÃ±o,7800.00,41,San Borja
3151,MSI,Modern 14,Empresarial,2600.00,46,Miraflores
3152,Asus,ZenBook 14,Empresarial,10000.00,15,San Borja
3153,Lenovo,Legion 5,EducaciÃ³n,13700.00,27,Lima Centro
3154,Lenovo,ThinkPad E14,Empresarial,9500.00,38,La Molina
3155,Dell,Inspiron 15,Home,8200.00,24,Lima Sur
3156,Asus,TUF F15,Oficina,4800.00,10,La Molina
3157,Lenovo,Yoga Slim 7,DiseÃ±o,4500.00,29,San Isidro
3158,Dell,Inspiron 15,Empresarial,3200.00,17,Miraflores
3159,Lenovo,Legion 5,Empresarial,8200.00,19,Surco
3160,Asus,TUF F15,Empresarial,14700.00,46,Lima Este
3161,HP,Victus 16,DiseÃ±o,14800.00,39,La Molina
3162,HP,Envy 13,Gamer,4600.00,33,La Molina
3163,Dell,Latitude 5420,Oficina,4000.00,24,Lima Centro
3164,Lenovo,ThinkPad E14,EducaciÃ³n,13100.00,15,Surco
3165,Lenovo,ThinkPad E14,DiseÃ±o,14900.00,36,Lima Sur
3166,MSI,Katana GF66,Empresarial,10500.00,9,San Isidro
3167,MSI,GF63,Gamer,14500.00,36,Lima Centro
3168,HP,Pavilion 15,Gamer,8000.00,32,Lima Norte
3169,Dell,XPS 13,EducaciÃ³n,9800.00,4,Miraflores
3170,Acer,Nitro 5,Home,8300.00,30,Lima Sur
3171,Asus,VivoBook 15,Empresarial,11700.00,15,Los Olivos
3172,Apple,MacBook Pro 14,Home,12200.00,17,La Molina
3173,Lenovo,Yoga Slim 7,Gamer,11400.00,20,San Isidro
3174,MSI,Katana GF66,DiseÃ±o,10800.00,39,Lima Norte
3175,Lenovo,IdeaPad 3,EducaciÃ³n,14800.00,1,Lima Centro
3176,Apple,MacBook Pro 14,EducaciÃ³n,12300.00,34,Lima Centro
3177,MSI,Modern 14,Home,13200.00,22,Lima Norte
3178,Apple,MacBook Air M2,Oficina,11400.00,14,San Isidro
3179,Apple,MacBook Pro 14,DiseÃ±o,8900.00,27,Miraflores
3180,HP,EliteBook 840,EducaciÃ³n,6200.00,45,Los Olivos
3181,Lenovo,Legion 5,DiseÃ±o,13900.00,19,La Molina
3182,Apple,MacBook Pro 14,Oficina,11500.00,33,Lima Norte
3183,Apple,MacBook Air M1,Oficina,5900.00,40,Miraflores
3184,Lenovo,Yoga Slim 7,Oficina,10400.00,44,Surco
3185,HP,Victus 16,Gamer,9700.00,33,La Molina
3186,Acer,Predator Helios 300,Home,11800.00,33,Lima Norte
3187,MSI,Katana GF66,Gamer,12100.00,36,Lima Sur
3188,Apple,MacBook Air M2,Gamer,11700.00,8,Lima Norte
3189,MSI,Katana GF66,Empresarial,2300.00,31,San Borja
3190,MSI,Modern 14,EducaciÃ³n,9800.00,45,La Molina
3191,HP,Victus 16,Home,11200.00,25,San Isidro
3192,Acer,Aspire 5,DiseÃ±o,6700.00,43,San Borja
3193,MSI,GF63,Home,12400.00,49,Lima Este
3194,Acer,Swift 3,EducaciÃ³n,3900.00,32,Surco
3195,Acer,Aspire 5,Home,12200.00,48,San Borja
3196,Asus,ROG Strix G15,Gamer,3500.00,40,Lima Este
3197,Dell,XPS 13,EducaciÃ³n,5700.00,35,Lima Sur
3198,Apple,MacBook Pro 14,Oficina,7600.00,26,Surco
3199,Asus,ZenBook 14,Oficina,10000.00,49,Miraflores
3200,Lenovo,IdeaPad 3,Gamer,5600.00,32,San Borja
3201,Asus,TUF F15,Gamer,8800.00,16,Surco
3202,Asus,ROG Strix G15,Gamer,14400.00,41,Surco
